Head,Message,Type
, A picture of a Dettol disinfectant spray is being shared online in which the label on the back of a bottle shows the product claiming to have been proven to ‘kill coronavirus’ and that they knew about the new strain since 2019.,Fake
," A post has been shared repeatedly in multiple posts on Facebook, Twitter and Whatsapp which claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus, COVID-19.",Fake
," Indian Army has constructed an advanced hospital with a capacity of 1,000 beds in Barmer, Rajasthan, to cope up with COVID-19.",Fake
, New vaccine can help cure coronavirus in three hours.,Fake
,"News updates from Hindustan Times at 9 PM: Amid Covid-19 pandemic, doctor BJP MPs are returning to hospitals and all the latest news",Genuine
,Delhi Police send second notice toâ€‰Tablighi Jamaat over Markaz event,Genuine
,Delhiites violate social distancing norm at Azadpur Mandi,Genuine
, Demon creature flying above a Church in Italy.,Fake
," Reliance Jio, one of the biggest telecom networks in India is providing Internet for free during COVID-19",Fake
,Chinese PM visited mosque following coronavirus outbreak.,Fake
,Russian government has unleashed lions on the streets to inpose public curfew.,Fake
,"Fresh cases of coronavirus in Rajasthan, curfew imposed in two areas",Genuine
, Facebook post claimed that the pigs are being burnt alive in China to control Coronavirus.,Fake
, Indian Army has built 1000 Bed quarantine facility for COVID-19,Fake
,Covid-19 lockdown: ‘City sees nine incidents of gathering of crowd daily’,Genuine
,Govt fears waste of milk & vegetables as enough local produce don't reach market,Genuine
Should I wear mask to protect myself,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so We urge people to use masks wisely.",Genuine
,Coronavirus: N?SA to be slapped against persons who attack policemen enforcing lockdown in UP,Genuine
,"PM Modi, Netanyahu explore collaborative ways to fight Covid-19",Genuine
,Dettol cannot kill coronavirus,Genuine
,CM Uddhav Thackeray has also ruled out any communal angle in the incident and said that it had occurred as rumours about thieves roaming in the area were making the rounds.,Genuine
, Video of the current situation in Italy due to coronavirus.,Fake
,Switching off lights could lead to grid collapse : Tharoor on PM Modi's call,Genuine
,Coronavirus: PM Modi chairs meeting with Council of Ministers,Genuine
,Staff of two Mumbai hotels have COVID positive cases.,Fake
,"Beware of the following reason. 52 group admins are now at dadar cyber crime police station. For having misleading fowards in the group. My old building group admins are seating there A case is being registered against every admin. U will get bail at police station but have to fight in criminal court with a jail term from 1 to 5 years. No explanation accepted as Admin I did not see it or did not knew the authenticity, or did not knew it was forwarded. So kindly bear it.Â informationÂ All honorable members of the group are informed that right now any post related to Corona virus has been declared a punishable offense by the Central Government, only a government agency can post on Corona. In case of wrong post or message, action will be taken against the members of the entire group including the group administrator by registering a lawsuit under the IT Act, so keep in mind be safe!Â Ravi Nayak, Principal Secretary, Ministry of Home Affairs, Government of India",Fake
,"Covid-19: One isolation bed for 5,246 Mumbai residents",Genuine
, A video shows.a policeman guarding Hajipur Prison suffering from COVID-19.,Fake
,Tabligi Jamat members in India are licking plates to spread COVID-19.,Fake
,"Covid-19: British PM Boris Johnson is in hospital, but ‘still in charge’",Genuine
,Nine new COVID-19 cases reported in Kerala,Genuine
, Sri Lankan police made an announcement stating that citizens are not allowed to post any update or share any forward related to Coronavirus and it being punishable offence.,Fake
,Domestic logistics sector likely to see 6-8 pc decline in FY21: ICRA,Genuine
,"Cops, docs get exemption from salary cut in Telugu states, to get full salaries",Genuine
,â€˜Will conduct one lakh random Covid-19 tests in Delhiâ€™s hotspotsâ€™: Kejriwal,Genuine
COVID 19 vaccine,Photo of a vaccine developed by US scientists for COVID-19.,Fake
Contracting disease from patient,"A photo of a man and woman embracing has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows two Italian doctors who died of a novel coronavirus, COVID-19, after contracting the disease from the patients they treated.",Fake
,"UP, MP invoke NSA for attacks, harassment of health workers",Genuine
,Spain witnesses drop in coronavirus deaths for third day,Genuine
,"However, if you live in an area with malaria or dengue fever it is important that you do not ignore symptoms of fever.  Seek medical help.  When you attend the health facility wear a mask if possible, keep at least 1 metre distant from other people and do not touch surfaces with your hands. If it is a child who is sick help the child stick to this advice. ",Genuine
,Air India is operating evacuation flights to bring back stranded Indians from London.,Fake
,Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,Fake
, Photo of a Hindu woman attacked by RSS members for offering Sehri to a Muslim Kashmiri girl during the Indian lockdown.,Fake
, Narendra Modi is giving free masks in India.,Fake
,"he social media pages of Mattarella and Giuseppe Conte, the Italian prime minister and found no statement that said that the Italian government has lost all hope.",Genuine
,Narendra Modi is giving free masks in India.,Fake
,Pakistan skips SAARC trade meeting on Covid-19,Genuine
, Image of a couple claimed as activists Peter DeMello and Siraj Bilsara shared in connection with Palghar lynching.,Fake
,People sneezing purposefully to spread coronavirus at Hazrat Nizamuddin mosque in Delhi.,Fake
,Goa to begin 3-day community survey to identify potential Covid-19 patients,Genuine
, Government to spray medicine in the air overnight to kill coronavirus.,Fake
,"Vaccines against pneumonia, such as pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine, do not provide protection against the new coronavirus.",Genuine
," Indian Government has started a scheme called the Rashtriya Sikhshit Berojgar Yojna, to help those who are educated and unemployed during the lockdown.",Fake
, Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor.,Fake
,"Coronavirus: Can't evacuate Indians stranded abroad, taking steps for their safety, Centre tells HC",Genuine
,"As perÂ MyNetaâ€™sÂ database, Vinay Dubeyâ€™s fatherâ€™s name is Jatashankar Dubey and not Mahmood as claimed on social media.",Genuine
,"Pakistan records 2,700 coronavirus cases; Punjab crosses 1,000-mark",Genuine
,"An Indian pharmaceutical giant joined the fight against coronavirus by testing a leprosy drug on COVID-positive patients in Chandigarh. The drug contains an important immunomodulator, which according to the Indian Council of Medical Research's findings can help treat and even reduce the mortality rate in critically ill patients and has been repurposed for use against COVID-19. If found to be successful, trials will be started at a widescale to support COVID treatment.",Genuine
, The image of a boy with serious injuries is that of a Tablighi Jamat COVID-19 patient who was beaten up by police in India after he misbehaved with the nurses in the hospital where he was admitted.,Fake
,Lemon and bicarbonate can cure coronavirus.,Fake
,â€˜Will do all we canâ€™: How PM Modi responded to Trumpâ€™s request on Covid-19 drug,Genuine
,"Army foils infiltration bid in Kupwara, 5 terrorists, one soldier killed",Genuine
, Video of Italian police taking down a man who has come on to the streets despite lockdown in the country.,Fake
," Photo of an Indonesian doctor, Hideo Ali, looking at his children and pregnant wife for the last time.",Fake
,Covid-19 outbreak: Mukesh Ambani’s net worth drops 28% to USD 48 billion in 2 months,Genuine
,Pakistanâ€™s PM Imran Khan tested COVID-19 positive.,Fake
,Inhaling the steam of sea salt and orange peelings can prevent coronavirus infection.,Fake
,"News updates from Hindustan Times at 5 PM: Assam may start permit system for entry after Covid-19 lockdown ends, says minister and all the latest news",Genuine
,One can get free masks from the government to fight coronavirus by filling this form in the web link.,Fake
,Army havaldar commits suicide in Samba,Genuine
,Shining torches in the sky won’t address India’s COVID-19 problem: Rahul Gandhi,Genuine
," An Image is being shared on social media claiming; this italian doctor couple in the picture worked day and night and saved the lives of 134 patients, but on the eighth day, they caught coronavirus and died after an hour.",Fake
,"Over 30% of India’s total Covid-19 infections could have Markaz link, cases cross 3,500: Key developments",Genuine
,Germany sends Â£130 billion bill to China for coronavirus damages,Fake
," A WhatsApp forward is doing the rounds claiming that the COVID-19 vaccine is ready and as announced by US President Donald Trump, it will be launched next Sunday. It also claims that the vaccine discovered by the US scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward, the alleged image of the vaccine is also being shared.",Fake
,The treatment or medication for covid19 is not found yet,Genuine
,DIY masks: What precautions you need to take while using a handmade mask,Genuine
,"Children and adults should follow the same guidance on self-quarantine and self-isolation if there is a risk they have been exposed or are showing symptoms. It is particularly important that children avoid contact with older people and others who are at risk of more severe disease.
",Genuine
, Reserve Bank of India (RBI) extended the year closing till 30 June 2020.,Fake
,covid19 can be cured if you follow proper treatments and medications specified,Genuine
,Photo of the prime minister of Italy crying and expressing his helplessness that he couldnâ€™t save coronavirus patients in Italy.,Fake
,"CRPF airlifts LoC man after son begins 2,100 km cycle ride from Mumbai amid lockdown",Genuine
," Disaster management act has been implemented, no citizen is allowed to post any update on coronavirus.",Fake
,A Facebook user uploaded a video showing a man inside a police van spitting on a cop. The post claimed that this video is a proof that Tablighi community is spreading coronavirus in India.,Fake
,Coronavirus: DRDO develops portable decontamination chamber,Genuine
," UK, USA have asked Indian Prime Minister Narendra Modi to lead a task force to tackle Coronavirus.",Fake
, COVID-19 was known to humans before its outbreak in 2020.,Fake
,Video of Muslims gathered on roads despite the curfew to curb the spread of Coronavirus.,Fake
,Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the Novel coronavirus.,Fake
,"Six held for assaulting Muslim family, threatening them to leave",Genuine
, Bollywood Superstar Aamir Khan donated Rs.15000 each to poor slum dwellers in one kg wheat flour packets.,Fake
, China Seeks Court’s Approval To Kill 20000 coronavirus Patients.,Fake
,"Web platform to help farmers with virtual market, maintains supply chain",Genuine
,"Coronavirus: 4 northeast states untouched by Covid-19, no cases in Lakshadweep",Genuine
,Covid-19 lockdown: Autorickshaw drivers seek govt relief,Genuine
,"Dr Usama Riaz, the warrior who contracted virus while treating patients, emphasizes severity of this virus.He lost the battle against corona but left a message for all of us",Fake
,All central ac system shut It’s caused the mould on on leather goods .... but you at least see these Imagine when malls open the fungus in the ducts will fly free in closed atmosphere of malls..... entering our respiratory system.. leading to major infections,Fake
, The World Health Organization has prescribed a lockdown strategy to tackle COVID-19 which India is following.,Fake
, Photos of coronavirus patients being treated on the road in Italy.,Fake
,"Stay home, save lives: Google Doodle shares tips to prevent spread of coronavirus",Genuine
,Resume interstate traffic after ‘comprehensive broad discussion: Bhupesh Baghel to PM,Genuine
," After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India.",Fake
,"Message from Laila Ahmadi, The Faculty of Medical sciences, Zanjan university, China. Quotes from Professor Chen Horin, CEO of Beijing military hospital.",Fake
, Indian Spritual Guru Mata Amrithanandamayi Charitable trust gifts India its first “Air Ambulance”.,Fake
,5000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government.,Fake
Effect of using hand dryers,Hand dryers are not effective in killing the 2019-nCoV.,Genuine
, Rapper Eminem contacted coronavirus.,Fake
," Disaster Management Act has been implemented across India. As per the act, apart from the government departments, no other citizen is allowed to post or share any forward related to the novel coronavirus.",Fake
," An Image is being shared on social media claiming; this italian doctor couple in the picture worked day and night and saved the lives of 134 patients, but on the eighth day, they caught coronavirus and died after an hour.",Fake
,"Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Most countries around the world have seen cases of COVID-19 and many are experiencing outbreaks. Authorities in China and some other countries have succeeded in slowing their outbreaks. However, the situation is unpredictable so check regularly for the latest news.",Genuine
,A poor farmer in Rajasthan was tied with ropes and beaten in public by the police after he was unable to repay his bank loan,Fake
,"Coronavirus testing, treatment free for Ayushman Bharat beneficiaries",Genuine
,Nearly half a million companies in China shut shop as Covid-19 batters economy: Report,Genuine
,Appeal people not to visit places of worship during lockdown: Islamic Centre to religious leaders,Genuine
," An image of a doctor goes viral with the claim that Dr. Usman Riyaz died while treating coronavirus patients in Delhi, India.",Fake
, A drug made from cow urine or pigeon membrane can cure coronavirus.,Fake
Can I catch COVID-19 from the feces of someone with the disease?,"The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this route is not a main feature of the outbreak. The ongoing research on the ways COVID-19 is spread and will continue to share new findings. Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eating.",Genuine
,President of Italy crying because of coronavirus pandemic.,Fake
,"Covid-19: Centre may extend lockdown after Apr 14 as states, experts make request",Genuine
, A video of a young man from Gujarat claiming he has found a medicine that cures COVID-19.,Fake
,Tea can cure coronavirus.,Fake
, Indian company Jio offering 25GB of free data daily during the COVID-19 lockdown.,Fake
,Chicken causes coronavirus.,Fake
, A video purporting that an attack on doctors was avenged by police men.,Fake
, Video of police roughing up civilians claimed to be Police in Spain enforcing a lockdown.,Fake
," In the backdrop of the lockdown, videos of wild animals taking over the roads are surfacing on the internet. Among them, a set of pictures of a herd of Deers is doing the rounds on social media claiming that these pictures are from Lake Club, Chandigarh.",Fake
,"It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other corona viruses. Studies suggest that corona viruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment). If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others.",Genuine
, WHO approves anti-Malarial drug Chloroquine for COVID-19.,Fake
,Now KV's and JNV's to provide 27% quota for OBC,Genuine
,Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine.,Fake
, WHO declared COVID-19 to be the abbreviation for China Outbreak Virus In December 19.,Fake
, Italians are throwing their money on the streets as it is useless to them now in the time of Coronavirus scare.,Fake
,Venkaiah Naidu urges countrymen to show solidarity with COVID-19 warriors by lighting lamps tonight,Genuine
," China has sought to kill 20,000 coronavirus patients to control the spread of the virus.",Fake
,Govt mulls sops for labourers in key services,Genuine
,"More than 60,000 deaths worldwide from coronavirus",Genuine
,The novel coronavirus is the result of a gene fusion between a snake and a bat.,Fake
, Coronavirus patients are being caught on highways in China.,Fake
, Popular Cardiologist Devi Shetty talking about symptoms of COVID-19.,Fake
,Yamraj sits on police van scares lockdown violators in Indore,Genuine
,"After masks and sanitiser, prisons dept sells kits made by inmates",Genuine
,Broiler chickens were found to have coronavirus in Mumbai.,Fake
, Tamil Nadu government approves Thanikasalam Siddha Medicine for treatment of COVID-19.,Fake
," The Ethiopian Airlines flight from Italy this evening to Addis Ababa airport. Most of the passengers are infected with the virus, and there is no strength except in God.",Fake
,Make your own face mask at home. It’s simple,Genuine
,"Stay home, save lives: Google Doodle shares tips to prevent spread of coronavirus",Genuine
,"NHA teams, Uber to work together for transportation of frontline healthcare workers",Genuine
,"Dr. Li Wenliang, China's hero doctor who was punished for telling the truth about Corona Virus and later died due to the same disease, had documented casefiles for research purposes and had in the casefiles proposed a cure that would significantly decrease the impact of the COVID - 19 Virus on the human body. The chemical Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off these virus in a human with atleast an average immune system. Whats more shocking is that these complex words that were so difficult for people in China to understand is actually called Tea in India, YES, our regular Tea has all these chemicals already in it. The main Methylxanthine in tea is the stimulant caffeine. Other Methylxanthines found in tea are two chemically similar compounds, Theobromine and Theophylline. The tea plant creates these chemicals as a way to ward off insects and other animals. Who would have known that all the solution to these virus would be a simple cup of TEA. and that is the reason so many patients in China are being cured. The hospital staff in china has started serving tea to the patients 3 times a day, And the effect is finally in Wuhan ""The centre of this Pandemic"" has been contained and community transmission has almost stopped.",Fake
,"The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days. These estimates will be updated as more data become available.",Genuine
,Shining torches in the sky wonâ€™t address Indiaâ€™s COVID-19 problem: Rahul Gandhi,Genuine
, Industrialist Ratan Tata stated that 2020 is the year to survive and not to worry about profits and losses.,Fake
,How Covid war is hurting India's non-Covid patients,Genuine
," A video has been viewed thousands of times on Facebook, Twitter, Instagram and YouTube in March 2020 alongside a claim that it shows police in Spain detaining people during a lockdown due to the coronavirus pandemic.",Fake
,Covid-19:?Economic opportunities and challenges | Opinion,Genuine
,Coronavirus was created in a lab in Wuhan.,Fake
," Goats in Ajmer, Rajasthan were found to be COVID-19 positive.",Fake
,Precautionary measures suggested by the UNICEF.,Fake
,Two-and-a-half year-old son of Lucknow  first Covid-19 patient tests positive,Genuine
,Dombivli broker held for circulating Fake video on coronavirus,Genuine
, Corpses are strewn in China due to coronavirus.,Fake
,Odisha records first coronavirus death after 72-year-old Jharpada man tests positive,Genuine
," Indian Army has built a 1,000-bed hospital in Rajasthan in eight days for the treatment of COVID-19.",Fake
,A video showing a pile of corpses in Italy.,Fake
,Indian Singer Kanika Kapoor met Prince Charles after which he tested positive for coronavirus.,Fake
,"India-US partnership to fight Covid-19, says PM Modi after call with Trump",Genuine
, Beware of food delivery apps in India as they blow into the food before packaging it.,Fake
,A curative is not found for coronavirus till now,Genuine
,'Let's make India COVID-19 free': PM Modi on BJP's 40th foundation day,Genuine
,"The video is from Ahmedabad (Gujarat) and was taken in December 2019. So, the video is of an incident that took place prior to the announcement of lockdown in Gujarat.",Genuine
, Prime Minister Narendra Modi announced a 14 hour curfew as the virus lives for 12 hours on surfaces.,Fake
, Indian Social Activist Trupti Desai arrested for buying liquor during Covid 19 lockdown.,Fake
,"Modi calls all-party video meet, TMC says it’ll skip it",Genuine
, Alcohol kills coronavirus,Fake
,"Covid-19: One isolation bed for 5,246 Mumbai residents",Genuine
,Coronavirus: It may be time for everyone to mask up,Genuine
,Penalties listed in lockdown guidelines applicable to only owners who are negligent: Govt,Genuine
,"As lockdown hits dining table, Goans seek approval for traditional fishing",Genuine
," Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus.",Fake
,US opening doors to Indian medical graduates under Covid-19 pressure,Genuine
,Iran will never ask United States for coronavirus help:â€‰Report,Genuine
,Video of a family died due to novel coronavirus.,Fake
,Why Kerala is a home to 'outsiders',Genuine
,"Â LallantopÂ had reportedÂ on the incident when the photograph was viral with the false claim that a farmer had hung himself with his wife and children due to loan distress. In reality, the man committed suicide along with his wife and child because he couldnâ€™t cope with the taunts of his family members. The incident took place in Maharashtraâ€™s Vardha district.Â ",Genuine
,"Yes. Close contact and early, exclusive breastfeeding helps a baby to thrive.Â You should be supported to",Genuine
, A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book.,Fake
,"Japan may declare emergency, NZ to stick to Covid-19 curbs despite stability: 10 points",Genuine
," Two audio clips stating that the Mumbai police commissioner is going to enforce strict actions during the 21 day lockdown in India and that there will be a spike in cases after March 27, 2020.",Fake
,"Centre revokes visas, will deport Tablighi members",Genuine
,The Indian Army has been called to control seven areas in Mumbai that are nor following the 21 day lockdown and are out of the Mumbai police’s control.,Fake
,"a video from Pakistan was shared by several Indian social media users including an Additional SP of Uttar Pradesh police, cautioning people in India to be careful while donating essential items to the needy.",Genuine
, Supreme Court of India has banned everyone except the Government to share any message about the coronavirus.,Fake
,Russia released 500 lions to ensure people would stay inside houses.,Fake
,"Police in Azerbaijan on Saturday detained scores of protesters, including the leader of the main opposition Popular Front, at the start of a planned rally against low salaries, corruption and a lack of democracy in the energy-rich ex-Soviet state. The protesters have a wide range of demands, including higher salaries for state employees and fair and independent elections in a country long accused by human rights groups and Western governments of a lack of transparency.",Genuine
,Indian industrialist tweets that a specific mask can kill viruses.,Fake
,Video of the current situation in Italy due to coronavirus.,Fake
," An Image is being shared on social media claiming; this italian doctor couple in the picture worked day and night and saved the lives of 134 patients, but on the eighth day, they caught coronavirus and died after an hour.",Fake
Extension of lockdown,"The Centre is leaning towards extending the ongoing three-week lockdown announced to contain the coronavirus disease (Covid-19) at least till the end of this month, a senior government official said on Tuesday, while also pointing out that several states have suggested backing such a move.",Genuine
,"Recently, Petrol companies have reduced Rs. 6.40 on petrol and on Diesel Rs. 6.80.",Fake
,"With bidi factories closed amid Covid-19 lockdown, 15 lakh labourers in Bengal district face crisis",Genuine
, Actor Vijay’s father criticized government for enforcing curfew to abate COVID-19.,Fake
Detection through thermal scanners,Thermal scanners are effective in detecting people who have developed a fever (i.e. have a higher than normal body temperature) because of infection with the new coronavirus.,Genuine
lockdown strategy,WORLD HEALTH ORGANISATION PROTOCOL &PROCEDURE OF LOCKDOWN PERIODS FOR CONTROLLING ON MOST DANGEROUS VIRUS: STEP 1 â€“ 1 DAY. STEP 2- 21 DAYS. AFTER 5 DAYS. STEP 3- 28 DAYS. AFTER 5 DAYS. STEP 4 â€“ 15 DAYS.,Fake
,Child aged five among new UK coronavirus victims,Genuine
,"While there has been one instance of a dog being infected in Hong Kong, to date, there is no evidence that a dog, cat or any pet can transmit COVID-19. COVID-19 is mainly spread through droplets produced when an infected person coughs, sneezes, or speaks. To protect yourself, clean your hands frequently and thoroughly.",Genuine
,Govt gives stranded foreigners exemption from lockdown,Genuine
,PM Modi discusses coronavirus pandemic with German Chancellor,Genuine
,World Bank rushes in $1bn for India,Genuine
," A photo of a man and woman embracing has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows two Italian doctors who died of a novel coronavirus, COVID-19, after contracting the disease from the patients they treated.",Fake
, Lockdown violation in Chandni Chowk area of Delhi,Fake
,An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including 3 doctors.,Fake
," Images showing vaccines for Coronavirus have already been discovered, were patented and will be readily available.",Fake
,"Home ministry reminds states of its order, asks them to allow agri operations during lockdown period",Genuine
,"After masks and sanitiser, prisons dept sells kits made by inmates",Genuine
,What CDC has to say on the usage of facemasks against Covid-19,Genuine
,Ajay is humbled as Nagpur Police plays Tanhaji at shelter home,Genuine
,Pregnant women and women who have recently delivered â€“ including those affected by COVID-19 - should attend their routine care appointments.Â ,Genuine
, The owner of the Indian jewellry group Joyalukkas died due to COVID-19.,Fake
,Bihar opposition leaders assail PM Modi for skipping 'real issues' in his address to nation',Genuine
, A herd of Deer reclaimed the Ooty-Coimbatore road.,Fake
, Arnab Goswami wets his pants when called upon by Mumbai Police for interrogation.,Fake
,"COVID-19: Parents want fee waiver during lockdown, schools cite concerns over payment of salaries",Genuine
,Covid-19 outbreak: Mukesh Ambani’s net worth drops 28% to USD 48 billion in 2 months,Genuine
,Cover your face': Countries across the globe urge people to use face masks to fight coronavirus,Genuine
,on March 30Â Mumbai MirrorÂ reportedÂ that JJ Marg police arrested a 24-year-old man from the Pathanwadi area in Mohammad Ali Road who had circulated a Fake message on WhatsApp claiming that the army has been called in to enforce the lockdown in certain areas of South Mumbai.Â Times of IndiaÂ andÂ Hindustan TimesÂ also covered this incident.,Genuine
,No. WHO advice is that caesarean sections should only be performed when medically justified.,Genuine
,A new plan and antibody tests: Covid-19 news from India,Genuine
,Mustard oil prevents a person from getting infected with COVID-19.,Fake
,ICMR issues advisory for rapid antibody-based blood tests for Covid-19,Genuine
,MISLEADING: Dried ginger powder can cure COVID-19.,Fake
Breathing water vapour," Chinese expert asserts and stresses that breathing water vapor kills the Corona virus 100% if it is present in the lungs, throat or nose, as the virus does not tolerate the temperature of warm water vapor .. Please publish this information on your page and on the widest scale",Fake
,News updates from Hindustan Times at 5 PM:8 Malaysians linked to Tablighi Jamaat deboarded from rescue flight?and all the latest news,Genuine
," Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive.",Fake
,"Covid-19 state tally: Cases in Maharashtra near 800, no patients in 4 northeast states",Genuine
,India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims.,Fake
Andhra Pradesh,"Andhra Pradesh:  Total Covid deaths 4, with 1 in Kurnool today. 900 ventilators available.  State decides to start random sampling in hot spots.  State directs pvt hospitals to treat Covid cases under Aarogyasri Health care pgm; treatment fee fixed : Rs 16,000-Rs 2.16 lakh.",Genuine
,CEC Sunil Arora to take 30% salary cut for a year,Genuine
, Hot air application through hairdryer will beat coronavirus.,Fake
,Rate of doubling of Covid-19 cases 4.1 days; without Jamaat incident it would have been 7.4: Centre,Genuine
,"In Maharashtra’s Covid-19 containment plan, Mumbai, Nagpur and Pune are key",Genuine
, Image of Kerala CM Pinarayi Vijayan following PM Modi’s appeal to light lamp on 5th April 2020.,Fake
,NCW gets SOS from women facing violence at home during lockdown,Genuine
, China is seeking court’s approval to kill 20000 people positive with coronavirus,Fake
," A purported advisory has been shared repeatedly in multiple Facebook, Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus, COVID-19. The posts urge residents to remain indoors during the spraying.",Fake
,COVID-19 was known to humans before its outbreak in 2020.,Fake
, Clapping together at 5 pm will create a vibration which will destroy coronavirus.,Fake
, Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,Fake
,Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as patient suffering from COVID-19.,Fake
,Have restricted my movement to break COVID-19 chain: CRPF DG after doc tests positive,Genuine
,‘Will conduct one lakh random Covid-19 tests in Delhi’s hotspots’: Kejriwal,Genuine
,Coronavirus update: Donald Trump sends wishes to ‘very good friend’ Boris Johnson as his Covid-19 symptoms ‘worsen’,Genuine
,"Cabinet okays Rs 15,000 crore for 'India COVID-19 emergency response, health system preparedness package'",Genuine
,Lifting of lockdown depends on compliance to norms: Maha CM,Genuine
,Chicken Infected From coronavirus Found In Bangalore.,Fake
,How Covid war is hurting India's non-Covid patients,Genuine
Global ban,UN calls for global ban on wildlife markets to prevent future pandemics,Genuine
,"For most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.",Genuine
,"The Greater Vishakhapatnam Municipal Corporation has tweeted out a list of preventive measures that residents can take in order to prevent a continuous exposure to the gas as well as inhaling the gas filled air.The list asks people to move away from the accident area, wear a wet cloth or mask to protect the nose and mouth, eat milk, banana, and jaggery to neutralise the effect of the gas.

",Genuine
,Lions released on Russian streets by Vladimir Putin to force people inside.,Fake
, Garlic Water Can Cure Novel coronavirus.,Fake
P M Modi,Recent photo of PM Modi visiting a Church and offering prayers to save the country from the Coronavirus outbreak.,Fake
,"281 Myanmarese nationals, held up in Bihar and UP during lockdown, return home",Genuine
,Donald Trump announced a vaccine by Roche Diagnostics.,Fake
, Most of the passengers in the Ethiopian airlines flight from Italy are infected with Coronavirus.,Fake
," In the 30-sec viral video, a man lifts his shirt and challenges police officer who is pointing gun at him. Another police officer kicks the man from behind, pins down him on the road and makes arrest. The text overlaid on the video reads â€œItaly says lockdown they mean itâ€.",Fake
,A video claiming to be of Canadian Prime Minister Justin Trudeauâ€™s wife Sophie GrÃ©goire Trudeau who is infected with Coronavirus.,Fake
,"Mithun Chakraborty's father dies, actor stranded in Bengaluru amid lockdown",Genuine
,"Holding diya in hand, PMâ€™s mother responds to lights-out call",Genuine
,"On World Health Day, PM Modi extends gratitude to those ‘battling the Covid-19 menace’",Genuine
,"Actor Salman Khan condemns attacks on doctors, police personnel",Genuine
,"States working on academic calendar, deliberating on advancing summer break in schools",Genuine
,Anti-Malaria Drug Chloroquine Is A Cure For coronavirus.,Fake
,Bhopal reports 54 coronavirus cases after 14 more test positive,Genuine
,Some doctors believe BCG may be helpful against COVID-19,Genuine
,The recent incident where police was attacked during lockdown in Aurangabad,Fake
,China is seeking courtâ€™s approval to kill all who were tested positive with coronavirus.,Fake
,Chinese intelligence officer terms the Novel coronavirus as a biological weapon invented by China.,Fake
,A new plan and antibody tests: Covid-19 news from India,Genuine
How likely am I to catch COVID-19?,"For most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.",Genuine
,"A farmer in Rajasthan being strapped, held captive & beaten in public by police for his inability to repay Rs 1,000 loan..Where's Justice?",Fake
